run_id,scenario_id,arm,trajectory_path,otel_path,n_steps,sent_at
q22_t1_smartphone,q22_t1_smartphone,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q22_t1_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q22_t1_smartphone.otel.json,5,2026-07-07T02:05:52+00:00
q23_t2_jigsaw_puzzle,q23_t2_jigsaw_puzzle,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q23_t2_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q23_t2_jigsaw_puzzle.otel.json,5,2026-07-07T02:06:37+00:00
q24_t3_skateboard,q24_t3_skateboard,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q24_t3_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q24_t3_skateboard.otel.json,5,2026-07-07T02:07:25+00:00
q25_t1_electric_kettle,q25_t1_electric_kettle,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q25_t1_electric_kettle.json,data/internal/Gemma3-27B-RUN-2/otel/q25_t1_electric_kettle.otel.json,5,2026-07-07T02:08:10+00:00
q26_t3_mechanical_keyboard,q26_t3_mechanical_keyboard,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q26_t3_mechanical_keyboard.json,data/internal/Gemma3-27B-RUN-2/otel/q26_t3_mechanical_keyboard.otel.json,5,2026-07-07T02:09:03+00:00
q27_t1_vacuum_cleaner,q27_t1_vacuum_cleaner,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q27_t1_vacuum_cleaner.json,data/internal/Gemma3-27B-RUN-2/otel/q27_t1_vacuum_cleaner.otel.json,5,2026-07-07T02:09:51+00:00
q28_t3_smartphone,q28_t3_smartphone,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q28_t3_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q28_t3_smartphone.otel.json,5,2026-07-07T02:10:51+00:00
q29_t1_jigsaw_puzzle,q29_t1_jigsaw_puzzle,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q29_t1_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q29_t1_jigsaw_puzzle.otel.json,5,2026-07-07T02:11:39+00:00
q30_t3_skateboard,q30_t3_skateboard,agentrx,data/internal/Gemma3-27B-RUN-2/trajectory_agentrx/q30_t3_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q30_t3_skateboard.otel.json,5,2026-07-07T02:12:26+00:00
q01_t1_electric_kettle,q01_t1_electric_kettle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q01_t1_electric_kettle.json,data/internal/Gemma3-27B-RUN-2/otel/q01_t1_electric_kettle.otel.json,5,2026-07-07T01:26:32+00:00
q02_t2_mechanical_keyboard,q02_t2_mechanical_keyboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q02_t2_mechanical_keyboard.json,data/internal/Gemma3-27B-RUN-2/otel/q02_t2_mechanical_keyboard.otel.json,5,2026-07-07T01:27:05+00:00
q03_t3_vacuum_cleaner,q03_t3_vacuum_cleaner,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q03_t3_vacuum_cleaner.json,data/internal/Gemma3-27B-RUN-2/otel/q03_t3_vacuum_cleaner.otel.json,5,2026-07-07T01:27:43+00:00
q04_t4_smartphone,q04_t4_smartphone,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q04_t4_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q04_t4_smartphone.otel.json,5,2026-07-07T01:28:19+00:00
q05_t5_jigsaw_puzzle,q05_t5_jigsaw_puzzle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q05_t5_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q05_t5_jigsaw_puzzle.otel.json,5,2026-07-07T01:28:54+00:00
q06_t1_skateboard,q06_t1_skateboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q06_t1_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q06_t1_skateboard.otel.json,5,2026-07-07T01:29:29+00:00
q07_t3_electric_kettle,q07_t3_electric_kettle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q07_t3_electric_kettle.json,data/internal/Gemma3-27B-RUN-2/otel/q07_t3_electric_kettle.otel.json,5,2026-07-07T01:30:12+00:00
q08_t4_mechanical_keyboard,q08_t4_mechanical_keyboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q08_t4_mechanical_keyboard.json,data/internal/Gemma3-27B-RUN-2/otel/q08_t4_mechanical_keyboard.otel.json,5,2026-07-07T01:31:10+00:00
q09_t5_vacuum_cleaner,q09_t5_vacuum_cleaner,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q09_t5_vacuum_cleaner.json,data/internal/Gemma3-27B-RUN-2/otel/q09_t5_vacuum_cleaner.otel.json,5,2026-07-07T01:32:14+00:00
q10_t3_smartphone,q10_t3_smartphone,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q10_t3_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q10_t3_smartphone.otel.json,5,2026-07-07T01:33:05+00:00
q11_t4_jigsaw_puzzle,q11_t4_jigsaw_puzzle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q11_t4_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q11_t4_jigsaw_puzzle.otel.json,5,2026-07-07T01:34:09+00:00
q12_t5_skateboard,q12_t5_skateboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q12_t5_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q12_t5_skateboard.otel.json,5,2026-07-07T01:35:03+00:00
q13_t1_electric_kettle,q13_t1_electric_kettle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q13_t1_electric_kettle.json,data/internal/Gemma3-27B-RUN-2/otel/q13_t1_electric_kettle.otel.json,5,2026-07-07T01:35:52+00:00
q14_t3_mechanical_keyboard,q14_t3_mechanical_keyboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q14_t3_mechanical_keyboard.json,data/internal/Gemma3-27B-RUN-2/otel/q14_t3_mechanical_keyboard.otel.json,5,2026-07-07T01:36:37+00:00
q15_t4_vacuum_cleaner,q15_t4_vacuum_cleaner,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q15_t4_vacuum_cleaner.json,data/internal/Gemma3-27B-RUN-2/otel/q15_t4_vacuum_cleaner.otel.json,5,2026-07-07T01:37:20+00:00
q16_t1_smartphone,q16_t1_smartphone,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q16_t1_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q16_t1_smartphone.otel.json,5,2026-07-07T01:38:04+00:00
q17_t3_jigsaw_puzzle,q17_t3_jigsaw_puzzle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q17_t3_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q17_t3_jigsaw_puzzle.otel.json,5,2026-07-07T01:38:49+00:00
q18_t4_skateboard,q18_t4_skateboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q18_t4_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q18_t4_skateboard.otel.json,5,2026-07-07T01:39:38+00:00
q19_t1_electric_kettle,q19_t1_electric_kettle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q19_t1_electric_kettle.json,data/internal/Gemma3-27B-RUN-2/otel/q19_t1_electric_kettle.otel.json,5,2026-07-07T01:40:15+00:00
q20_t2_mechanical_keyboard,q20_t2_mechanical_keyboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q20_t2_mechanical_keyboard.json,data/internal/Gemma3-27B-RUN-2/otel/q20_t2_mechanical_keyboard.otel.json,5,2026-07-07T01:41:13+00:00
q21_t3_vacuum_cleaner,q21_t3_vacuum_cleaner,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q21_t3_vacuum_cleaner.json,data/internal/Gemma3-27B-RUN-2/otel/q21_t3_vacuum_cleaner.otel.json,5,2026-07-07T01:42:10+00:00
q22_t1_smartphone,q22_t1_smartphone,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q22_t1_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q22_t1_smartphone.otel.json,5,2026-07-07T01:42:55+00:00
q23_t2_jigsaw_puzzle,q23_t2_jigsaw_puzzle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q23_t2_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q23_t2_jigsaw_puzzle.otel.json,5,2026-07-07T01:43:58+00:00
q24_t3_skateboard,q24_t3_skateboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q24_t3_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q24_t3_skateboard.otel.json,5,2026-07-07T01:45:05+00:00
q25_t1_electric_kettle,q25_t1_electric_kettle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q25_t1_electric_kettle.json,data/internal/Gemma3-27B-RUN-2/otel/q25_t1_electric_kettle.otel.json,5,2026-07-07T01:45:48+00:00
q26_t3_mechanical_keyboard,q26_t3_mechanical_keyboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q26_t3_mechanical_keyboard.json,data/internal/Gemma3-27B-RUN-2/otel/q26_t3_mechanical_keyboard.otel.json,5,2026-07-07T01:46:48+00:00
q27_t1_vacuum_cleaner,q27_t1_vacuum_cleaner,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q27_t1_vacuum_cleaner.json,data/internal/Gemma3-27B-RUN-2/otel/q27_t1_vacuum_cleaner.otel.json,5,2026-07-07T01:47:36+00:00
q28_t3_smartphone,q28_t3_smartphone,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q28_t3_smartphone.json,data/internal/Gemma3-27B-RUN-2/otel/q28_t3_smartphone.otel.json,5,2026-07-07T01:48:26+00:00
q29_t1_jigsaw_puzzle,q29_t1_jigsaw_puzzle,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q29_t1_jigsaw_puzzle.json,data/internal/Gemma3-27B-RUN-2/otel/q29_t1_jigsaw_puzzle.otel.json,5,2026-07-07T01:49:22+00:00
q30_t3_skateboard,q30_t3_skateboard,telemetry,data/internal/Gemma3-27B-RUN-2/trajectory_telemetry/q30_t3_skateboard.json,data/internal/Gemma3-27B-RUN-2/otel/q30_t3_skateboard.otel.json,5,2026-07-07T01:50:14+00:00
