run_id,scenario_id,arm,trajectory_path,otel_path,n_steps,sent_at
q14_t3_mechanical_keyboard,q14_t3_mechanical_keyboard,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q14_t3_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q14_t3_mechanical_keyboard.otel.json,5,2026-07-07T05:15:55+00:00
q15_t4_vacuum_cleaner,q15_t4_vacuum_cleaner,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q15_t4_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q15_t4_vacuum_cleaner.otel.json,5,2026-07-07T05:17:25+00:00
q16_t1_smartphone,q16_t1_smartphone,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q16_t1_smartphone.json,data/internal/MAS-SIM/otel/q16_t1_smartphone.otel.json,5,2026-07-07T05:19:01+00:00
q17_t3_jigsaw_puzzle,q17_t3_jigsaw_puzzle,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q17_t3_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q17_t3_jigsaw_puzzle.otel.json,5,2026-07-07T05:20:39+00:00
q18_t4_skateboard,q18_t4_skateboard,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q18_t4_skateboard.json,data/internal/MAS-SIM/otel/q18_t4_skateboard.otel.json,5,2026-07-07T05:22:16+00:00
q19_t1_electric_kettle,q19_t1_electric_kettle,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q19_t1_electric_kettle.json,data/internal/MAS-SIM/otel/q19_t1_electric_kettle.otel.json,5,2026-07-07T05:23:49+00:00
q20_t2_mechanical_keyboard,q20_t2_mechanical_keyboard,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q20_t2_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q20_t2_mechanical_keyboard.otel.json,5,2026-07-07T05:25:25+00:00
q21_t3_vacuum_cleaner,q21_t3_vacuum_cleaner,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q21_t3_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q21_t3_vacuum_cleaner.otel.json,5,2026-07-07T05:32:45+00:00
q22_t1_smartphone,q22_t1_smartphone,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q22_t1_smartphone.json,data/internal/MAS-SIM/otel/q22_t1_smartphone.otel.json,5,2026-07-07T05:34:33+00:00
q23_t2_jigsaw_puzzle,q23_t2_jigsaw_puzzle,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q23_t2_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q23_t2_jigsaw_puzzle.otel.json,5,2026-07-07T05:36:19+00:00
q24_t3_skateboard,q24_t3_skateboard,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q24_t3_skateboard.json,data/internal/MAS-SIM/otel/q24_t3_skateboard.otel.json,5,2026-07-07T05:38:02+00:00
q25_t1_electric_kettle,q25_t1_electric_kettle,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q25_t1_electric_kettle.json,data/internal/MAS-SIM/otel/q25_t1_electric_kettle.otel.json,5,2026-07-07T05:39:47+00:00
q26_t3_mechanical_keyboard,q26_t3_mechanical_keyboard,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q26_t3_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q26_t3_mechanical_keyboard.otel.json,5,2026-07-07T05:42:25+00:00
q27_t1_vacuum_cleaner,q27_t1_vacuum_cleaner,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q27_t1_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q27_t1_vacuum_cleaner.otel.json,5,2026-07-07T05:44:13+00:00
q28_t3_smartphone,q28_t3_smartphone,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q28_t3_smartphone.json,data/internal/MAS-SIM/otel/q28_t3_smartphone.otel.json,5,2026-07-07T05:46:58+00:00
q29_t1_jigsaw_puzzle,q29_t1_jigsaw_puzzle,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q29_t1_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q29_t1_jigsaw_puzzle.otel.json,5,2026-07-07T05:49:12+00:00
q30_t3_skateboard,q30_t3_skateboard,agentrx,data/internal/MAS-SIM/trajectory_agentrx/q30_t3_skateboard.json,data/internal/MAS-SIM/otel/q30_t3_skateboard.otel.json,5,2026-07-07T05:51:44+00:00
q01_t1_electric_kettle,q01_t1_electric_kettle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q01_t1_electric_kettle.json,data/internal/MAS-SIM/otel/q01_t1_electric_kettle.otel.json,5,2026-07-07T03:33:59+00:00
q02_t2_mechanical_keyboard,q02_t2_mechanical_keyboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q02_t2_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q02_t2_mechanical_keyboard.otel.json,5,2026-07-07T03:35:54+00:00
q03_t3_vacuum_cleaner,q03_t3_vacuum_cleaner,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q03_t3_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q03_t3_vacuum_cleaner.otel.json,5,2026-07-07T03:37:56+00:00
q04_t4_smartphone,q04_t4_smartphone,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q04_t4_smartphone.json,data/internal/MAS-SIM/otel/q04_t4_smartphone.otel.json,5,2026-07-07T03:43:37+00:00
q05_t5_jigsaw_puzzle,q05_t5_jigsaw_puzzle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q05_t5_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q05_t5_jigsaw_puzzle.otel.json,5,2026-07-07T03:45:14+00:00
q06_t1_skateboard,q06_t1_skateboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q06_t1_skateboard.json,data/internal/MAS-SIM/otel/q06_t1_skateboard.otel.json,5,2026-07-07T03:46:40+00:00
q07_t3_electric_kettle,q07_t3_electric_kettle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q07_t3_electric_kettle.json,data/internal/MAS-SIM/otel/q07_t3_electric_kettle.otel.json,5,2026-07-07T03:48:15+00:00
q08_t4_mechanical_keyboard,q08_t4_mechanical_keyboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q08_t4_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q08_t4_mechanical_keyboard.otel.json,5,2026-07-07T03:50:18+00:00
q09_t5_vacuum_cleaner,q09_t5_vacuum_cleaner,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q09_t5_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q09_t5_vacuum_cleaner.otel.json,5,2026-07-07T03:52:52+00:00
q10_t3_smartphone,q10_t3_smartphone,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q10_t3_smartphone.json,data/internal/MAS-SIM/otel/q10_t3_smartphone.otel.json,5,2026-07-07T03:55:25+00:00
q11_t4_jigsaw_puzzle,q11_t4_jigsaw_puzzle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q11_t4_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q11_t4_jigsaw_puzzle.otel.json,5,2026-07-07T03:57:57+00:00
q12_t5_skateboard,q12_t5_skateboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q12_t5_skateboard.json,data/internal/MAS-SIM/otel/q12_t5_skateboard.otel.json,5,2026-07-07T04:00:31+00:00
q13_t1_electric_kettle,q13_t1_electric_kettle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q13_t1_electric_kettle.json,data/internal/MAS-SIM/otel/q13_t1_electric_kettle.otel.json,5,2026-07-07T04:03:10+00:00
q14_t3_mechanical_keyboard,q14_t3_mechanical_keyboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q14_t3_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q14_t3_mechanical_keyboard.otel.json,5,2026-07-07T04:05:07+00:00
q15_t4_vacuum_cleaner,q15_t4_vacuum_cleaner,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q15_t4_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q15_t4_vacuum_cleaner.otel.json,5,2026-07-07T04:06:47+00:00
q16_t1_smartphone,q16_t1_smartphone,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q16_t1_smartphone.json,data/internal/MAS-SIM/otel/q16_t1_smartphone.otel.json,5,2026-07-07T04:08:25+00:00
q17_t3_jigsaw_puzzle,q17_t3_jigsaw_puzzle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q17_t3_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q17_t3_jigsaw_puzzle.otel.json,5,2026-07-07T04:10:08+00:00
q18_t4_skateboard,q18_t4_skateboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q18_t4_skateboard.json,data/internal/MAS-SIM/otel/q18_t4_skateboard.otel.json,5,2026-07-07T04:11:41+00:00
q19_t1_electric_kettle,q19_t1_electric_kettle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q19_t1_electric_kettle.json,data/internal/MAS-SIM/otel/q19_t1_electric_kettle.otel.json,5,2026-07-07T04:17:58+00:00
q20_t2_mechanical_keyboard,q20_t2_mechanical_keyboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q20_t2_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q20_t2_mechanical_keyboard.otel.json,5,2026-07-07T04:19:39+00:00
q21_t3_vacuum_cleaner,q21_t3_vacuum_cleaner,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q21_t3_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q21_t3_vacuum_cleaner.otel.json,5,2026-07-07T04:21:32+00:00
q22_t1_smartphone,q22_t1_smartphone,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q22_t1_smartphone.json,data/internal/MAS-SIM/otel/q22_t1_smartphone.otel.json,5,2026-07-07T04:29:41+00:00
q23_t2_jigsaw_puzzle,q23_t2_jigsaw_puzzle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q23_t2_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q23_t2_jigsaw_puzzle.otel.json,5,2026-07-07T04:31:23+00:00
q24_t3_skateboard,q24_t3_skateboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q24_t3_skateboard.json,data/internal/MAS-SIM/otel/q24_t3_skateboard.otel.json,5,2026-07-07T04:33:15+00:00
q25_t1_electric_kettle,q25_t1_electric_kettle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q25_t1_electric_kettle.json,data/internal/MAS-SIM/otel/q25_t1_electric_kettle.otel.json,5,2026-07-07T04:35:05+00:00
q26_t3_mechanical_keyboard,q26_t3_mechanical_keyboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q26_t3_mechanical_keyboard.json,data/internal/MAS-SIM/otel/q26_t3_mechanical_keyboard.otel.json,5,2026-07-07T04:37:34+00:00
q27_t1_vacuum_cleaner,q27_t1_vacuum_cleaner,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q27_t1_vacuum_cleaner.json,data/internal/MAS-SIM/otel/q27_t1_vacuum_cleaner.otel.json,5,2026-07-07T04:39:53+00:00
q28_t3_smartphone,q28_t3_smartphone,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q28_t3_smartphone.json,data/internal/MAS-SIM/otel/q28_t3_smartphone.otel.json,5,2026-07-07T04:42:31+00:00
q29_t1_jigsaw_puzzle,q29_t1_jigsaw_puzzle,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q29_t1_jigsaw_puzzle.json,data/internal/MAS-SIM/otel/q29_t1_jigsaw_puzzle.otel.json,5,2026-07-07T04:44:30+00:00
q30_t3_skateboard,q30_t3_skateboard,telemetry,data/internal/MAS-SIM/trajectory_telemetry/q30_t3_skateboard.json,data/internal/MAS-SIM/otel/q30_t3_skateboard.otel.json,5,2026-07-07T04:46:46+00:00
